kod;nazwa;og-2019;og-2020;og-2021;bib-2019;bib-2020;bib-2021;osob-2019;osob-2020;osob-2021;typ_gminy;wojweództwo
0201011;Bolesławiec (1);8 562 213,65;7 352 370,02;10 342 327,41;1 946 230,00;2 059 879,00;1 943 471,61;220,38;194,05;276,12;1;02
0201022;Bolesławiec (2);7 716 716,47;4 061 592,75;5 666 783,27;0,00;0,00;0,00;527,06;272,92;375,16;2;02
0201032;Gromadka (2);1 547 047,35;1 507 996,70;1 445 658,97;0,00;0,00;0,00;288,90;291,34;281,80;2;02
0201043;Nowogrodziec (3);2 855 493,33;2 953 892,10;2 009 424,41;344 000,00;497 000,00;446 400,00;187,69;199,25;135,45;3;02
0201052;Osiecznica (2);3 508 491,06;1 123 001,82;792 804,20;330 000,00;290 000,00;269 851,49;474,38;151,06;108,07;2;02
0201062;Warta Bolesławiecka (2);1 643 328,06;1 348 589,15;1 380 300,49;236 000,00;230 800,00;250 000,00;189,98;157,05;162,75;2;02
0202011;Bielawa (1);2 891 320,00;2 340 400,00;2 899 350,00;1 060 000,00;1 060 000,00;1 060 000,00;96,47;80,25;100,76;1;02
0202021;Dzierżoniów (1);6 318 378,88;5 376 245,48;6 071 753,24;1 368 558,00;1 243 670,00;1 472 900,00;190,09;166,95;191,06;1;02
0202033;Pieszyce (3);1 668 493,43;1 851 798,45;966 575,59;800 000,00;830 000,00;800 000,00;176,26;201,59;106,69;3;02
0202041;Piława Górna (1);539 000,00;540 000,00;583 000,00;150 000,00;160 000,00;150 000,00;84,06;87,85;95,61;1;02
0202052;Dzierżoniów (2);3 964 841,04;2 459 130,22;2 200 932,28;1 502 414,06;752 119,03;808 995,80;435,03;264,37;238,97;2;02
0202062;Łagiewniki (2);1 509 034,69;1 672 426,89;1 699 756,81;265 000,00;282 000,00;291 000,00;202,75;229,73;233,97;2;02
0202073;Niemcza (3);587 244,64;782 803,52;2 368 635,29;280 000,00;295 000,00;323 064,84;107,30;148,03;453,59;3;02
0203011;Głogów (1);30 675 320,95;10 633 933,77;11 129 241,77;2 070 000,00;2 080 000,00;2 112 824,00;455,68;163,71;173,66;1;02
0203022;Głogów (2);1 448 674,24;1 686 207,97;1 192 242,29;82 288,86;173 945,68;193 638,84;214,08;245,05;170,52;2;02
0203032;Jerzmanowa (2);9 018 778,95;9 610 866,32;6 080 384,74;0,00;0,00;0,00;1 771,51;1 792,74;1 098,93;2;02
0203042;Kotla (2);991 074,70;667 393,19;697 805,26;91 000,00;85 000,00;91 000,00;223,92;151,58;159,90;2;02
0203052;Pęcław (2);427 218,78;1 073 659,10;528 622,22;54 400,00;70 000,00;70 000,00;188,04;495,46;247,95;2;02
0203062;Żukowice (2);780 390,71;870 839,81;1 069 537,87;377 938,31;320 680,46;529 328,05;226,46;253,67;311,18;2;02
0204013;Góra (3);4 569 587,44;2 477 324,33;4 468 384,41;885 000,00;990 000,00;990 000,00;228,98;129,84;236,38;3;02
0204022;Jemielno (2);521 514,20;455 265,70;629 925,40;194 000,00;162 000,00;200 900,00;172,74;160,87;223,54;2;02
0204032;Niechlów (2);974 170,12;1 189 338,61;2 536 928,79;253 952,00;212 039,33;228 472,11;198,36;255,22;548,05;2;02
0204043;Wąsosz (3);700 096,78;1 451 878,01;1 392 228,33;176 700,00;200 000,00;200 000,00;97,77;208,84;203,19;3;02
0205011;Jawor (1);4 569 163,43;4 513 954,77;4 571 500,78;1 003 000,00;1 030 000,00;1 110 000,00;199,61;207,75;213,48;1;02
0205023;Bolków (3);7 496 455,90;1 508 942,15;2 457 548,80;390 258,33;545 775,09;605 043,72;716,82;150,98;249,29;3;02
0205032;Męcinka (2);1 464 804,70;333 704,78;1 034 573,85;204 979,78;107 171,31;136 284,11;293,25;65,86;203,74;2;02
0205042;Mściwojów (2);781 360,98;776 592,99;2 353 646,63;139 539,42;174 204,02;123 792,15;192,22;191,04;579,86;2;02
0205052;Paszowice (2);405 260,32;382 683,91;524 058,23;0,00;0,00;0,00;101,93;93,54;127,14;2;02
0205062;Wądroże Wielkie (2);750 429,28;364 258,21;760 062,54;183 500,00;138 000,00;154 116,00;190,90;93,78;198,50;2;02
0206011;Karpacz (1);764 035,53;695 025,93;781 106,98;335 488,13;305 569,00;314 393,00;166,35;153,39;176,52;1;02
0206021;Kowary (1);1 151 900,34;1 510 644,17;1 524 072,93;248 165,71;616 585,84;327 540,42;105,98;145,86;149,70;1;02
0206031;Piechowice (1);474 000,00;549 000,00;556 433,90;50 000,00;51 000,00;51 992,00;76,53;91,39;93,96;1;02
0206041;Szklarska Poręba (1);2 062 241,38;1 703 518,45;1 894 206,04;251 277,00;238 490,00;327 543,00;314,51;288,63;321,05;1;02
0206052;Janowice Wielkie (2);378 754,00;335 530,76;363 057,11;279 840,00;264 000,00;275 454,98;88,04;81,10;88,21;2;02
0206062;Jeżów Sudecki (2);712 889,16;408 116,85;674 535,01;120 000,00;130 500,00;147 000,00;95,84;53,76;87,60;2;02
0206072;Mysłakowice (2);966 875,99;765 584,07;815 165,89;0,00;0,00;0,00;95,16;77,29;82,77;2;02
0206082;Podgórzyn (2);653 351,41;491 410,12;840 247,10;258 140,36;290 418,40;469 559,27;79,10;59,70;102,38;2;02
0206092;Stara Kamienica (2);989 338,30;1 054 133,39;330 167,55;145 501,00;135 000,00;210 000,00;187,87;199,76;62,71;2;02
0207011;Kamienna Góra (1);14 617 934,09;13 144 057,43;5 664 641,64;600 000,00;927 500,00;600 000,00;768,96;721,57;316,21;1;02
0207022;Kamienna Góra (2);1 162 760,20;1 005 745,59;1 399 690,26;271 400,00;282 300,00;271 400,00;128,92;112,69;158,26;2;02
0207033;Lubawka (3);2 439 401,86;1 649 905,07;1 136 513,58;137 480,00;143 000,00;147 330,00;223,78;157,01;109,25;3;02
0207042;Marciszów (2);347 061,22;325 546,22;362 597,46;123 297,28;117 562,90;134 729,95;77,14;74,00;83,22;2;02
0208011;Duszniki-Zdrój (1);1 624 411,00;1 379 096,49;1 611 000,00;208 890,00;309 649,00;351 000,00;354,37;318,87;381,93;1;02
0208021;Kłodzko (1);4 146 125,59;5 180 460,49;7 845 282,48;950 000,00;996 000,00;1 020 000,00;154,45;199,08;306,17;1;02
0208031;Kudowa-Zdrój (1);2 033 667,96;1 848 078,74;2 334 516,17;442 796,59;393 553,03;428 492,31;205,59;189,62;243,46;1;02
0208041;Nowa Ruda (1);2 769 480,00;2 805 400,00;3 001 970,40;1 027 070,00;1 100 000,00;1 055 000,00;125,50;130,43;141,98;1;02
0208051;Polanica-Zdrój (1);1 858 138,21;2 049 392,28;2 117 396,66;402 000,00;380 000,00;380 000,00;293,82;324,99;341,63;1;02
0208063;Bystrzyca Kłodzka (3);8 064 098,62;4 715 679,32;5 831 680,88;808 800,00;833 680,00;891 500,00;426,11;260,98;327,07;3;02
0208072;Kłodzko (2);8 383 391,69;5 871 383,75;3 844 473,54;989 999,98;1 087 890,95;1 201 090,00;489,06;347,50;229,52;2;02
0208083;Lądek-Zdrój (3);3 732 163,26;4 074 490,88;1 855 936,69;120 000,00;120 000,00;120 000,00;453,32;517,86;240,06;3;02
0208092;Lewin Kłodzki (2);1 764 496,33;4 148 446,86;351 078,15;53 779,00;53 627,34;71 429,15;909,53;2 095,18;177,49;2;02
0208103;Międzylesie (3);1 720 282,00;1 211 076,51;1 295 745,88;324 700,00;314 800,00;414 650,00;239,39;173,21;187,82;3;02
0208112;Nowa Ruda (2);2 987 960,92;3 437 962,43;3 662 424,77;670 000,00;757 623,00;757 509,95;257,61;312,94;336,71;2;02
0208123;Radków (3);2 437 250,01;1 904 352,68;2 535 950,89;573 000,00;593 000,00;676 491,90;269,37;218,39;294,13;3;02
0208133;Stronie Śląskie (3);773 200,14;784 956,99;951 398,44;0,00;0,00;0,00;102,56;111,72;136,07;3;02
0208143;Szczytna (3);762 923,65;785 235,00;822 629,90;219 570,82;239 194,00;271 314,86;104,85;110,38;117,33;3;02
0209011;Chojnów (1);2 586 000,00;1 780 965,78;2 130 647,02;694 200,00;534 800,63;631 759,88;193,64;138,02;167,45;1;02
0209022;Chojnów (2);3 312 309,53;1 143 922,15;973 131,02;486 100,00;554 920,00;582 180,85;343,81;119,26;102,06;2;02
0209032;Krotoszyce (2);993 731,60;479 796,70;325 043,42;183 871,67;160 688,02;182 391,03;298,78;144,39;98,53;2;02
0209042;Kunice (2);2 350 880,79;2 820 796,16;2 299 079,31;205 000,00;222 000,00;230 000,00;337,77;389,13;311,95;2;02
0209052;Legnickie Pole (2);2 096 950,11;1 981 905,73;2 084 173,51;0,00;0,00;0,00;400,72;380,48;397,44;2;02
0209062;Miłkowice (2);1 598 715,78;1 079 434,93;1 402 770,83;629 446,41;255 200,00;250 000,00;237,87;153,37;198,19;2;02
0209073;Prochowice (3);2 260 094,29;2 126 406,92;1 828 951,87;307 500,00;290 000,00;286 000,00;303,37;289,54;251,33;3;02
0209082;Ruja (2);299 711,71;306 802,53;417 898,98;97 592,95;165 281,00;199 905,93;113,57;123,76;170,99;2;02
0210011;Lubań (1);3 265 895,90;2 250 509,11;2 869 273,01;1 015 090,00;1 086 980,00;1 193 089,64;154,88;110,74;143,33;1;02
0210021;Świeradów-Zdrój (1);1 344 347,66;948 404,00;1 451 400,37;420 100,00;303 400,00;376 744,87;324,17;226,46;355,04;1;02
0210033;Leśna (3);1 096 872,53;1 046 386,95;1 408 073,24;155 000,00;178 570,00;175 000,00;109,54;108,52;147,10;3;02
0210042;Lubań (2);1 413 541,33;2 651 418,18;1 405 628,81;189 186,00;218 656,30;207 346,51;214,14;406,22;216,25;2;02
0210053;Olszyna (3);687 543,06;671 963,47;766 159,17;128 000,00;138 000,00;140 000,00;105,71;103,97;119,73;3;02
0210062;Platerówka (2);136 342,78;127 860,91;247 059,86;79 715,09;84 642,38;155 792,02;83,59;82,44;158,88;2;02
0210072;Siekierczyn (2);742 633,97;706 436,75;747 404,37;0,00;0,00;0,00;164,66;158,11;167,84;2;02
0211011;Lubin (1);23 105 924,25;24 841 274,62;21 997 823,71;3 554 894,70;4 970 000,00;3 590 000,00;319,02;351,87;315,47;1;02
0211022;Lubin (2);5 610 513,40;4 655 642,80;3 691 327,04;592 948,70;587 889,08;657 377,10;349,52;271,77;210,80;2;02
0211032;Rudna (2);5 231 632,56;6 107 681,60;6 791 534,04;152 659,93;158 593,05;151 092,13;671,32;817,41;909,42;2;02
0211043;Ścinawa (3);4 444 009,72;1 751 547,99;1 837 870,74;273 319,00;203 460,00;242 000,00;447,17;184,59;193,13;3;02
0212013;Gryfów Śląski (3);938 506,80;789 449,39;937 199,97;385 276,00;376 438,70;459 977,30;96,78;83,28;100,09;3;02
0212023;Lubomierz (3);13 072 653,70;1 248 638,31;1 812 195,72;329 000,00;185 000,00;260 000,00;2 111,22;216,10;316,65;3;02
0212033;Lwówek Śląski (3);3 545 357,32;2 725 706,14;2 689 738,19;1 221 660,00;800 000,00;830 000,00;205,66;163,80;162,99;3;02
0212043;Mirsk (3);3 129 517,72;664 776,34;851 825,48;299 270,20;266 499,73;312 972,72;362,97;80,39;103,82;3;02
0212053;Wleń (3);2 209 159,39;707 934,96;763 792,41;0,00;0,00;0,00;522,88;175,32;191,04;3;02
0213012;Cieszków (2);753 819,51;713 465,11;758 261,64;100 000,00;100 000,00;110 000,00;161,07;154,97;165,45;2;02
0213022;Krośnice (2);4 683 219,91;2 691 989,74;3 224 403,13;235 000,00;240 000,00;260 000,00;574,56;335,49;404,26;2;02
0213033;Milicz (3);3 748 030,92;5 367 934,98;5 119 870,10;850 000,00;750 000,00;820 000,00;155,06;226,79;217,61;3;02
0214011;Oleśnica (1);11 379 955,80;4 800 110,17;5 294 149,06;2 069 000,00;1 976 909,92;2 164 000,00;306,17;133,11;148,24;1;02
0214023;Bierutów (3);3 135 993,96;2 780 196,05;2 967 646,78;329 000,00;359 630,40;474 634,87;314,76;288,28;310,29;3;02
0214032;Dobroszyce (2);3 762 142,74;1 068 181,47;1 338 222,27;185 072,00;171 201,22;192 668,62;559,59;152,64;188,64;2;02
0214042;Dziadowa Kłoda (2);759 833,42;973 741,85;1 357 574,23;132 456,92;129 994,80;159 902,19;165,29;212,70;296,61;2;02
0214053;Międzybórz (3);3 075 031,06;871 321,55;1 015 896,38;230 030,00;201 570,00;234 230,00;606,87;171,52;200,22;3;02
0214062;Oleśnica (2);2 823 504,97;2 725 662,15;3 093 883,05;185 000,00;185 000,00;209 055,00;206,26;181,19;200,86;2;02
0214073;Syców (3);1 571 400,76;3 150 571,97;1 719 027,97;295 000,00;403 100,00;307 300,00;93,13;189,69;103,99;3;02
0214083;Twardogóra (3);1 559 014,86;1 083 934,74;2 071 397,64;774 102,07;754 940,00;788 220,00;119,85;85,37;163,94;3;02
0215011;Oława (1);5 263 237,97;4 741 567,84;6 001 506,46;1 647 717,00;1 759 208,00;2 196 956,00;159,35;142,05;180,47;1;02
0215022;Domaniów (2);2 119 899,05;2 078 772,32;1 757 506,86;1 297 550,49;1 524 313,69;131 873,76;410,67;412,37;352,35;2;02
0215033;Jelcz-Laskowice (3);2 972 187,59;2 220 429,49;3 769 368,07;500 000,00;515 000,00;547 000,00;127,44;93,85;159,56;3;02
0215042;Oława (2);3 022 663,24;4 079 071,23;3 608 375,85;765 000,00;780 000,00;786 000,00;198,74;264,50;233,19;2;02
0216013;Chocianów (3);2 375 349,83;2 078 017,96;2 258 647,37;460 704,06;420 000,00;555 000,00;185,89;164,01;180,10;3;02
0216022;Gaworzyce (2);1 031 174,83;1 179 097,64;2 199 629,83;414 109,14;307 516,44;351 000,00;257,99;307,22;576,27;2;02
0216032;Grębocice (2);5 322 393,86;3 463 594,74;3 411 586,05;279 688,46;296 833,27;306 609,80;993,35;655,61;650,57;2;02
0216043;Polkowice (3);24 158 834,57;18 529 157,85;12 018 302,82;2 148 735,08;2 024 163,24;2 139 581,75;872,92;685,35;444,84;3;02
0216053;Przemków (3);1 781 972,20;814 590,42;859 327,59;232 200,00;220 000,00;220 000,00;213,95;101,00;107,36;3;02
0216062;Radwanice (2);1 927 147,93;3 329 649,11;4 255 815,91;262 650,50;251 653,75;150 000,00;400,65;693,24;871,74;2;02
0217012;Borów (2);648 208,41;689 809,69;837 976,43;445 000,00;455 000,00;485 440,00;122,44;134,36;165,15;2;02
0217022;Kondratowice (2);1 036 120,44;968 413,18;797 450,15;201 665,43;175 315,87;177 564,34;241,41;232,96;196,03;2;02
0217032;Przeworno (2);660 197,09;586 081,34;701 088,46;120 000,00;134 000,00;120 000,00;137,94;125,63;152,08;2;02
0217043;Strzelin (3);5 632 487,58;3 287 660,51;2 890 280,70;580 000,00;605 000,00;650 700,00;254,09;151,47;133,82;3;02
0217053;Wiązów (3);2 928 720,70;1 320 463,46;2 195 970,29;700 000,00;650 000,00;680 000,00;408,24;186,09;313,17;3;02
0218012;Kostomłoty (2);2 097 371,53;1 640 933,41;1 666 963,86;169 989,47;173 182,30;187 193,11;293,67;225,62;230,63;2;02
0218022;Malczyce (2);917 585,29;2 550 383,99;2 506 611,97;204 000,00;313 000,00;324 000,00;154,03;437,23;435,18;2;02
0218032;Miękinia (2);4 556 365,75;2 856 749,77;2 875 741,26;460 000,00;378 000,00;415 000,00;274,43;148,32;143,71;2;02
0218043;Środa Śląska (3);5 574 537,54;4 864 438,28;4 210 024,34;1 263 816,79;1 821 072,56;971 180,00;280,66;244,81;212,50;3;02
0218052;Udanin (2);575 599,80;512 016,62;1 024 753,07;255 900,00;250 000,00;254 375,00;113,26;102,00;206,98;2;02
0219011;Świdnica (1);8 569 576,03;7 980 211,52;10 514 733,22;3 170 183,00;2 896 000,00;2 910 355,34;150,24;144,16;192,65;1;02
0219021;Świebodzice (1);1 431 149,67;1 383 600,00;1 234 000,00;640 000,00;700 000,00;680 000,00;62,79;61,90;55,63;1;02
0219032;Dobromierz (2);1 622 172,77;1 428 000,03;870 294,72;60 000,00;75 000,00;75 000,00;312,08;283,22;173,89;2;02
0219043;Jaworzyna Śląska (3);1 720 206,25;1 225 413,27;1 921 937,03;0,00;0,00;0,00;167,84;119,59;187,87;3;02
0219052;Marcinowice (2);1 846 744,14;2 192 765,60;1 016 682,62;198 000,00;128 000,00;139 500,00;284,64;345,97;161,05;2;02
0219063;Strzegom (3);12 201 638,74;5 535 900,93;10 071 808,27;752 572,00;811 509,00;709 610,01;473,39;221,52;408,00;3;02
0219072;Świdnica (2);2 940 201,42;3 869 265,12;5 741 313,82;281 178,00;260 612,00;265 744,00;170,72;219,72;324,15;2;02
0219083;Żarów (3);3 309 233,80;3 895 126,61;3 840 953,65;371 000,00;300 650,00;320 000,00;266,62;316,81;313,75;3;02
0220013;Oborniki Śląskie (3);4 331 005,29;8 496 422,95;2 662 407,27;663 000,00;650 000,00;660 000,00;213,76;407,68;127,71;3;02
0220023;Prusice (3);4 715 260,38;2 456 105,76;5 313 078,36;339 833,36;380 000,00;497 000,00;503,01;261,07;568,85;3;02
0220033;Trzebnica (3);5 594 578,50;6 017 046,92;5 316 454,49;516 443,75;464 488,87;479 545,00;229,47;241,50;213,56;3;02
0220042;Wisznia Mała (2);2 003 278,20;1 722 884,15;1 928 937,65;174 000,00;212 440,00;205 020,00;191,12;148,43;165,84;2;02
0220052;Zawonia (2);3 539 935,57;2 203 418,96;2 049 406,50;173 110,00;736 021,85;297 478,00;597,05;376,20;351,89;2;02
0220063;Żmigród (3);5 042 059,98;5 636 048,92;4 568 330,97;443 000,00;410 000,00;500 000,00;343,79;390,96;318,22;3;02
0221011;Boguszów-Gorce (1);0,00;2 683 877,74;1 934 172,08;0,00;1 173 690,00;1 380 000,00;0,00;181,99;132,44;1;02
0221021;Jedlina-Zdrój (1);1 703 254,06;982 300,00;1 016 700,00;100 000,00;100 000,00;140 000,00;352,79;203,16;212,97;1;02
0221031;Szczawno-Zdrój (1);951 229,00;1 061 554,00;1 200 536,00;468 015,00;580 054,00;511 100,00;169,62;195,68;225,16;1;02
0221042;Czarny Bór (2);3 091 259,17;1 112 068,52;943 346,68;810 000,00;790 000,00;820 000,00;635,54;232,26;196,04;2;02
0221053;Głuszyca (3);1 394 566,42;743 293,49;834 796,23;114 469,52;129 674,91;150 000,00;161,58;88,70;101,18;3;02
0221063;Mieroszów (3);1 261 279,41;1 366 433,83;1 405 499,27;220 000,00;200 000,00;200 000,00;185,26;209,42;221,86;3;02
0221072;Stare Bogaczowice (2);763 800,00;729 200,00;712 160,00;0,00;0,00;0,00;177,75;170,25;167,65;2;02
0221082;Walim (2);1 533 302,95;561 527,80;2 788 046,39;170 000,00;194 000,00;209 420,00;283,11;103,81;518,42;2;02
0222013;Brzeg Dolny (3);7 268 928,58;6 382 146,76;2 983 967,63;2 844 571,25;2 249 998,00;1 046 000,00;449,95;389,94;182,67;3;02
0222022;Wińsko (2);4 321 497,59;1 392 826,34;1 141 209,71;198 654,35;170 134,00;162 090,00;519,66;172,53;142,44;2;02
0222033;Wołów (3);3 263 513,51;2 776 834,30;3 238 253,53;934 000,00;845 000,00;1 173 743,00;145,41;126,14;148,24;3;02
0223012;Czernica (2);2 639 651,35;2 491 838,96;4 970 992,38;1 250 000,00;1 400 000,00;1 350 000,00;164,26;122,75;231,74;2;02
0223022;Długołęka (2);3 189 812,00;4 429 356,66;9 670 602,66;1 093 774,00;1 250 000,00;1 357 789,27;96,60;110,61;234,13;2;02
0223032;Jordanów Śląski (2);356 075,58;306 534,23;386 963,29;159 170,58;151 688,15;165 826,88;112,79;94,20;118,34;2;02
0223043;Kąty Wrocławskie (3);8 498 934,04;8 725 251,31;7 179 527,62;550 000,00;642 000,00;883 320,00;340,95;310,11;248,27;3;02
0223052;Kobierzyce (2);15 087 320,91;5 691 240,34;5 283 597,63;539 980,15;521 356,19;513 533,16;701,64;241,24;221,11;2;02
0223062;Mietków (2);1 044 997,36;842 093,18;1 451 219,45;291 505,00;253 369,00;247 000,00;277,41;214,60;373,64;2;02
0223073;Sobótka (3);2 907 873,81;3 079 622,90;3 003 249,27;500 000,00;500 000,00;525 000,00;226,22;236,62;231,86;3;02
0223083;Siechnice (3);2 739 300,45;4 281 600,61;3 530 346,00;970 000,00;915 000,00;890 530,00;122,31;158,91;125,27;3;02
0223092;Żórawina (2);2 502 650,30;2 452 425,53;2 945 188,56;283 702,68;338 498,96;369 219,73;228,20;194,34;228,26;2;02
0224013;Bardo (3);982 912,89;1 176 514,82;1 066 163,33;0,00;0,00;0,00;184,90;225,43;206,70;3;02
0224022;Ciepłowody (2);1 169 859,76;668 010,65;864 679,69;51 966,00;70 867,00;70 867,00;387,88;215,56;288,61;2;02
0224032;Kamieniec Ząbkowicki (2);1 103 870,05;5 487 608,00;-;0,00;0,00;-;135,66;707,62;-;2;02
0224033;Kamieniec Ząbkowicki (3);-;-;4 655 778,05;-;-;0,00;-;-;609,40;3;02
0224042;Stoszowice (2);984 680,36;1 232 203,21;2 631 336,61;0,00;0,00;0,00;182,92;234,04;503,41;2;02
0224053;Ząbkowice Śląskie (3);3 539 200,67;3 748 394,54;8 227 114,14;750 000,00;787 000,00;870 000,00;162,54;176,63;392,66;3;02
0224063;Ziębice (3);2 674 694,35;6 287 488,58;3 206 453,68;0,00;0,00;0,00;157,33;388,57;200,86;3;02
0224073;Złoty Stok (3);1 870 194,00;1 090 395,87;2 278 911,56;80 000,00;100 500,00;111 000,00;417,83;258,02;546,11;3;02
0225011;Zawidów (1);607 695,10;652 000,00;753 803,96;65 000,00;66 000,00;70 000,00;145,38;164,56;192,59;1;02
0225021;Zgorzelec (1);5 395 424,64;6 851 628,32;8 377 266,53;1 545 000,00;1 660 000,00;1 640 000,00;177,63;225,90;280,90;1;02
0225033;Bogatynia (3);4 539 454,09;4 324 854,11;6 444 491,33;1 523 300,00;1 497 500,00;1 755 100,00;196,66;194,05;293,40;3;02
0225043;Pieńsk (3);900 294,59;812 611,59;904 982,35;0,00;0,00;0,00;99,28;91,12;101,83;3;02
0225052;Sulików (2);1 092 052,69;633 121,08;594 176,30;0,00;0,00;0,00;180,44;107,38;100,35;2;02
0225063;Węgliniec (3);1 274 842,75;954 208,19;1 048 987,92;261 036,00;261 899,00;268 116,00;152,66;118,65;131,50;3;02
0225072;Zgorzelec (2);3 204 778,55;3 160 410,71;2 334 485,91;423 900,00;327 305,00;400 000,00;376,86;369,98;270,60;2;02
0226011;Wojcieszów (1);269 167,48;270 311,70;390 958,39;230 794,05;255 193,14;312 691,67;73,38;76,06;112,38;1;02
0226021;Złotoryja (1);2 482 624,24;1 897 051,92;2 415 825,08;585 000,00;621 000,00;635 000,00;159,51;127,65;165,63;1;02
0226032;Pielgrzymka (2);1 859 817,27;2 318 863,39;963 245,32;0,00;0,00;0,00;406,96;528,82;221,44;2;02
0226043;Świerzawa (3);1 415 886,85;1 695 687,77;1 536 433,25;269 974,18;288 344,93;289 575,24;187,49;234,34;214,02;3;02
0226052;Zagrodno (2);1 106 824,52;1 483 438,97;1 027 741,40;301 700,00;305 500,00;273 199,54;209,07;296,87;208,26;2;02
0226062;Złotoryja (2);2 489 589,99;1 147 524,98;1 174 714,75;402 299,81;369 360,49;189 864,05;352,08;165,28;169,17;2;02
0261011;Jelenia Góra (1);28 487 455,57;16 929 799,83;22 479 875,17;3 883 450,00;3 797 192,00;4 098 791,50;359,69;217,10;291,90;1;02
0262011;Legnica (1);22 924 644,39;38 718 650,14;27 451 824,72;4 691 104,00;4 720 100,00;4 680 080,00;230,43;404,28;290,05;1;02
0264011;Wrocław (1);181 480 533,54;171 496 677,79;181 976 462,92;18 520 445,14;20 265 812,86;24 589 706,94;282,85;253,90;270,47;1;02
0265011;Wałbrzych od 2013 (1);22 685 435,57;18 957 186,24;18 373 711,83;3 769 760,00;3 940 968,28;3 957 541,51;202,74;179,45;176,70;1;02
0401011;Aleksandrów Kujawski (1);1 509 703,51;1 332 878,59;2 289 726,71;379 913,00;400 000,00;450 000,00;124,29;113,06;195,85;1;04
0401021;Ciechocinek (1);2 854 334,99;1 949 048,11;4 520 551,61;487 050,00;510 690,00;490 000,00;269,53;185,25;434,96;1;04
0401031;Nieszawa (1);90 515,15;48 238,63;120 501,07;40 515,15;48 238,63;70 501,07;48,85;27,18;68,31;1;04
0401042;Aleksandrów Kujawski (2);1 347 622,75;1 045 746,61;1 191 238,06;525 500,00;656 593,58;236 000,00;113,33;88,08;99,74;2;04
0401052;Bądkowo (2);427 222,66;322 176,75;1 034 292,83;85 380,00;90 027,00;115 027,00;99,94;77,48;250,43;2;04
0401062;Koneck (2);412 408,24;337 960,77;343 244,27;109 500,00;120 000,00;124 200,00;131,13;106,71;109,49;2;04
0401072;Raciążek (2);473 626,00;350 986,00;384 910,00;131 396,00;118 707,00;125 910,00;149,55;108,16;119,43;2;04
0401082;Waganiec (2);278 820,85;430 592,15;370 448,64;85 692,51;72 398,04;91 287,55;60,97;95,86;82,58;2;04
0401092;Zakrzewo (2);448 069,35;396 065,75;440 661,87;99 500,00;92 000,00;99 200,00;127,69;115,47;130,03;2;04
0402011;Brodnica (1);4 430 048,26;3 640 072,82;3 580 147,96;886 000,00;868 400,00;855 635,00;153,89;125,11;124,15;1;04
0402022;Bobrowo (2);1 964 612,48;2 779 997,33;2 458 479,15;280 000,00;279 788,31;324 150,81;311,89;453,80;403,82;2;04
0402032;Brodnica (2);635 072,96;509 204,82;1 360 251,05;302 000,00;260 000,00;274 500,00;75,20;57,32;150,04;2;04
0402042;Brzozie (2);367 216,31;559 685,71;319 841,72;110 020,99;138 360,06;138 400,00;96,64;151,68;86,28;2;04
0402053;Górzno (3);359 710,08;672 851,72;1 309 503,15;89 813,44;92 117,91;103 277,13;92,19;177,86;345,06;3;04
0402062;Bartniczka (2);309 226,67;268 867,79;249 573,44;153 079,68;169 859,13;180 059,18;65,63;57,92;53,97;2;04
0402073;Jabłonowo Pomorskie (3);1 605 896,45;930 863,74;1 068 686,26;180 000,00;190 000,00;190 000,00;180,15;108,13;125,26;3;04
0402082;Osiek (2);524 809,61;431 851,54;1 629 201,58;171 000,00;183 500,00;200 000,00;130,74;111,88;424,27;2;04
0402092;Świedziebnia (2);569 208,64;292 147,62;331 607,08;207 675,00;207 527,18;227 917,16;109,78;58,21;66,71;2;04
0402102;Zbiczno (2);961 458,72;1 215 099,81;884 895,76;0,00;0,00;0,00;197,18;253,46;182,72;2;04
0403012;Białe Błota (2);1 545 011,67;1 917 396,09;3 471 440,48;0,00;0,00;0,00;69,93;80,13;140,96;2;04
0403022;Dąbrowa Chełmińska (2);954 016,35;963 692,53;2 670 483,53;230 091,80;266 790,00;280 000,00;114,34;114,37;316,15;2;04
0403032;Dobrcz (2);1 092 184,29;971 275,42;1 283 188,21;224 000,00;224 000,00;230 000,00;93,08;80,44;105,02;2;04
0403043;Koronowo (3);2 898 199,20;2 847 472,78;2 925 477,32;656 000,00;656 000,00;641 000,00;119,91;120,70;124,14;3;04
0403052;Nowa Wieś Wielka (2);1 108 616,37;1 016 678,08;1 395 630,14;311 479,70;308 869,01;356 953,11;109,16;101,13;137,42;2;04
0403062;Osielsko (2);3 112 091,11;1 896 180,82;2 142 721,99;245 900,00;268 462,23;313 800,00;214,48;118,00;127,60;2;04
0403072;Sicienko (2);2 023 624,22;1 467 719,54;1 634 578,07;206 000,00;291 500,00;213 000,00;198,06;141,39;156,28;2;04
0403083;Solec Kujawski (3);2 730 990,54;2 752 687,50;2 675 007,13;473 000,00;520 944,00;546 047,00;162,41;165,27;161,25;3;04
0404011;Chełmno (1);4 320 767,71;4 145 406,84;4 054 398,21;696 100,00;754 370,00;824 787,00;220,39;217,12;216,06;1;04
0404022;Chełmno (2);583 869,28;433 348,53;560 215,34;290 000,00;296 598,89;334 547,00;95,97;72,49;93,14;2;04
